# Opening book: hash sq nextP score depth
0EF505CCFB9970A0 0 3 199 2
05E2033CB43832E0 8 0 132 2
0AE8A435987A36A0 1 11 153 2
0C21ACC075691580 8 7 91 2
0DA588E7ED4AE800 10 10 149 2
05BB6210640343A0 5 1 107 2
13F78420E15DF680 12 6 -280 2
050D5CF8E39ABA60 1 9 140 2
1E5893BD73F7BE00 15 3 153 2
00CAE866A37E8BC0 14 4 161 2
2D5B0D9ED236F2E0 14 15 178 2
03AAE4B2578E3080 1 13 191 2
101EE68B76AD0020 10 12 191 2
097DC756C011CE20 13 11 132 2
0867E134A9A800E0 11 15 182 2
04B6759BF2508360 14 5 141 2
0D9012DE7CF063A0 1 11 174 2
7FFFFFFFFFFFFFE0 12 8 -254 0
09DDA8B55A37FB40 10 5 111 2
03F8EB86CADEA280 14 1 141 2
0B070D5B4F3C8940 2 13 149 2
5A93B24047B22F40 9 0 74 2
09F145D29D465140 9 11 166 2
09E827AFDCE2F280 9 0 157 2
08E6CC3F21DE6520 11 12 174 2
26BD087BD82EF6C0 6 0 107 2
08C1A79AC0D2EFA0 14 13 153 2
02477BB0E27D9BA0 2 2 174 2
0B8BF2B086553F40 1 14 170 2
12DAFD8D2CE70380 9 12 158 2
0021EA3D6B8D41A0 2 14 174 2
0545A91B87092B60 11 6 174 2
027752B7FD396DC0 7 10 -316 2
0F9ED63686949F00 2 11 174 2
02149B5F93950AE0 14 10 191 2
23EB0D934687E8C0 13 11 182 2
451520F909EDAC40 4 14 70 2
11CF02022E8CBD00 9 5 191 2
0DFDA75DFF4A15A0 2 8 174 2
0D0DD9595C048800 5 14 174 2
0452908D1104C580 3 6 141 2
043CE6C44A0428A0 8 15 128 2
0D30E82512CA3780 10 15 191 2
0588438E359933C0 15 5 191 2
03C0846BEE69A9A0 8 12 170 2
004E6918C3752A40 2 9 191 2
2803342D2D6AB120 6 3 140 2
04DD60618A5BEE80 11 11 124 2
25125C53150AEC20 1 6 141 2
014B9879F6E0AFA0 1 4 149 2
016E713C6CE09CC0 10 8 -285 2
03DDF2DB2494D5E0 6 10 199 2
0DCC0909875643E0 15 11 170 2
0CF2BD82AF445E40 2 15 157 2
01C38B947141FB60 3 8 174 2
05B3B35E10F52660 2 12 191 2
058C8B0CAEB9A040 2 0 157 2
00638F6C98545720 6 10 99 2
086788F694AD5440 0 4 149 2
0FD4C92DD587D300 14 7 191 2
111157BEE03066E0 8 13 174 2
2241632B700971E0 2 14 166 2
15D200B2152380C0 13 6 199 2
0619B12E1510A2A0 15 13 174 2
00C60D29D5615800 11 13 191 2
00C1BAC180143A80 11 15 124 2
178AF02CBA72DD40 7 13 191 2
0BB873B30A3CF2A0 1 12 140 2
0F58A2E66F8602A0 1 9 153 2
002263A588DD2BC0 7 1 -307 2
02AF1B681EDD8780 13 1 132 2
06FA1E20DF464700 14 14 157 2
02891AA9705EE8E0 6 0 191 2
0E5F762DEFECD700 10 13 195 2
1757CBC0D415C820 7 2 153 2
05363B422E965040 4 5 86 2
104257A02B816CC0 6 14 178 2
5110E33DCFE9BD60 8 13 183 2
00FB358D60D25500 2 2 107 2
0415413C71C0B440 2 15 149 2
1A276FC0D64CE300 7 14 141 2
52EB7D78BD381200 8 2 132 2
06477C0AEA41D0A0 14 3 116 2
